id,title,credits,download_icon0,download_icon0_mirror,download_url,download_url_mirror,download_readme,download_readme_mirror,download_src,download_src_mirror,time_added,config_type,options,type,depends,visible
OSPX00001,OpenSupaplex,sergiou87,https://raw.githubusercontent.com/sergiou87/open-supaplex/master/vita/sce_sys/icon0.png,None,https://github.com/sergiou87/open-supaplex/releases/download/v7.0/OpenSupaplex-vita-v7.0.vpk,None,https://raw.githubusercontent.com/sergiou87/open-supaplex/master/README.md,None,https://github.com/sergiou87/open-supaplex.git,None,1589050695,None,None,VPK,None,True
SYSAPPS00,System Apps Disabler,SilicaAndPina,https://bitbucket.org/SilicaAndPina/systemappsdisabler/raw/master/src/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/systemappsdisabler/downloads/System.Apps.Disabler.vpk,None,https://bitbucket.org/SilicaAndPina/systemappsdisabler/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/systemappsdisabler.git,None,1589050309,None,None,VPK,None,True
ACCSWIT02,Advanced Account Switcher,SilicaAndPina,https://bitbucket.org/SilicaAndPina/advanced-account-switcher/raw/master/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/advanced-account-switcher/downloads/Advanced_Account_Switcher-1.2.vpk,None,https://bitbucket.org/SilicaAndPina/advanced-account-switcher/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/advanced-account-switcher.git,None,1589050162,None,None,VPK,None,True
FASTRESET,FastReset,SilicaAndPina,None,None,https://bitbucket.org/SilicaAndPina/fastreset/downloads/fastreset-2.0.vpk,None,https://bitbucket.org/SilicaAndPina/fastreset/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/fastreset.git,None,1589050021,None,None,VPK,None,True
SHOWMODE0,show-mode,SilicaAndPina,None,None,https://bitbucket.org/SilicaAndPina/show-mode/downloads/show-mode.vpk,None,None,None,https://bitbucket.org/SilicaAndPina/show-mode.git,None,1589049821,None,None,VPK,None,True
PSTO00001,PlayStation®Store,SilicaAndPina,https://bitbucket.org/SilicaAndPina/enablepsstore/raw/master/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/enablepsstore/downloads/PStore.vpk,None,https://bitbucket.org/SilicaAndPina/enablepsstore/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/enablepsstore.git,None,1589049720,None,None,VPK,None,True
PKGE00002,Change Package Installer,SilicaAndPina,https://bitbucket.org/SilicaAndPina/package-installer-enabler/raw/master/PKGChanger/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/package-installer-enabler/downloads/PKGChangerv0.4.vpk,None,https://bitbucket.org/SilicaAndPina/package-installer-enabler/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/package-installer-enabler,None,1589049158,None,None,VPK,None,True
PKGE00001,Enable Package Installer,SilicaAndPina,https://bitbucket.org/SilicaAndPina/package-installer-enabler/raw/master/PKGENABLER/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/package-installer-enabler/downloads/PKGENABLERv0.4.vpk,None,https://bitbucket.org/SilicaAndPina/package-installer-enabler/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/package-installer-enabler.git,None,1589048929,None,None,VPK,None,True
FWREINSTA,Firmware Reinstall,SilicaAndPina & CelesteBlue,https://bitbucket.org/SilicaAndPina/firmware-reinstall/raw/master/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/firmware-reinstall/downloads/FWReinstaller.vpk,None,https://bitbucket.org/SilicaAndPina/firmware-reinstall/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/firmware-reinstall.git,None,1589048429,None,None,VPK,None,True
NNHR00001,xsystem35,nunuhara,https://raw.githubusercontent.com/nunuhara/xsystem35-vita/vita/vita/sce_sys/icon0.png,None,https://github.com/nunuhara/xsystem35-vita/releases/download/v00.01/xsystem35.vpk,None,https://raw.githubusercontent.com/nunuhara/xsystem35-vita/vita/README.md,None,https://github.com/nunuhara/xsystem35-vita.git,None,1589047915,None,None,VPK,None,True
PARENTAL0,Parental Control Bypass,SilicaAndPina,https://bitbucket.org/SilicaAndPina/parentalcontrolbypass/raw/master/src/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/parentalcontrolbypass/downloads/Parental_Control_Bypass.vpk,None,https://bitbucket.org/SilicaAndPina/parentalcontrolbypass/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/parentalcontrolbypass.git,None,1589047893,None,None,VPK,None,True
FRDM00001,Halt Restart PSV,firedom,https://raw.githubusercontent.com/firedom/Reboot-PSV/master/sce_sys/icon0.png,None,https://github.com/firedom/Reboot-PSV/releases/download/0.01/Restart-Halt-vita.vpk,None,https://raw.githubusercontent.com/firedom/Reboot-PSV/master/README.md,None,https://github.com/firedom/Reboot-PSV.git,None,1589046941,None,None,VPK,None,True
ANDRO0001,Andromeda Tests,DrakonPL,https://raw.githubusercontent.com/DrakonPL/Andromeda/master/Tests/Tests/Data/sce_sys/icon0.png,None,https://github.com/DrakonPL/Andromeda/releases/download/0.1/Androma_test.vpk,None,https://raw.githubusercontent.com/DrakonPL/Andromeda/master/README.md,None,https://github.com/DrakonPL/Andromeda.git,None,1589046787,None,None,VPK,None,True
COVIDDATA,covid19-data,robDevs,None,None,https://github.com/robDevs/covid19-psvita-data/releases/download/v0.1/covid19-data.vpk,None,https://raw.githubusercontent.com/robDevs/covid19-psvita-data/master/README.md,None,https://github.com/robDevs/covid19-psvita-data.git,None,1589046572,None,None,VPK,None,True
VITAZORK1,Zork I: The Great Underground Empire,robDevs,https://github.com/robDevs/zork/raw/master/sce_sys/icon0.png,None,https://github.com/robDevs/zork/releases/download/psv1.0.2/zork.vpk,None,https://raw.githubusercontent.com/robDevs/zork/master/README.md,None,https://github.com/robDevs/zork.git,None,1589046392,None,None,VPK,None,True
REPOHUB01,RepoHub,robDevs,https://raw.githubusercontent.com/robDevs/RepoHub/master/sce_sys/icon0.png,None,https://github.com/robDevs/RepoHub/releases/download/v0.15/RepoHub.vpk,None,https://raw.githubusercontent.com/robDevs/RepoHub/master/README.md,None,https://github.com/robDevs/RepoHub.git,None,1589046007,None,None,VPK,None,True
VDEC00001,French American Games Decrypter,CelesteBlue-dev & Dots-TB,None,None,https://raw.githubusercontent.com/CelesteBlue-dev/PSVita-RE-tools/master/FAGDec/build/FAGDec.vpk,None,https://raw.githubusercontent.com/CelesteBlue-dev/PSVita-RE-tools/master/README.md,None,https://github.com/CelesteBlue-dev/PSVita-RE-tools.git,None,1589045179,None,None,VPK,None,True
NOSLEEP00,NoSleep,SilicaAndPina,None,None,https://bitbucket.org/SilicaAndPina/nosleep/downloads/NoSleep.vpk,None,None,None,https://bitbucket.org/SilicaAndPina/nosleep.git,None,1589044564,None,None,VPK,None,True
TROPTOOLS,TrophyDumper,SilicaAndPina & Princess Of Sleeping,https://bitbucket.org/SilicaAndPina/trophydumper/raw/master/app/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/trophydumper/downloads/TrophyDumper-1.1.vpk,None,https://bitbucket.org/SilicaAndPina/trophydumper/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/trophydumper.git,None,1589044099,None,None,VPK,None,True
HIWORLD00,Hello_World();,SilicaAndPina,https://bitbucket-assetroot.s3.amazonaws.com/c/photos/2019/Apr/21/2690987628-3-hello_world-logo_avatar.png,None,https://bitbucket.org/SilicaAndPina/hello_world/downloads/Hello_World.VPK,None,https://bitbucket.org/SilicaAndPina/hello_world/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/hello_world.git,None,1589039596,None,None,VPK,None,True
ONETROPHY,Trophy Manager,Team ONElua,https://raw.githubusercontent.com/ONElua/TrophyManager/master/ONETROPHY/sce_sys/icon0.png,None,https://github.com/ONElua/TrophyManager/releases/download/1.02/TrophyManager.vpk,None,https://raw.githubusercontent.com/ONElua/TrophyManager/master/README.md,None,https://github.com/ONElua/TrophyManager.git,None,1589027963,None,None,VPK,None,True
SKGHFW100,HFW installer,SKGleba,None,None,https://github.com/SKGleba/psp2hfw/releases/download/v0.5/HFWI.vpk,None,https://raw.githubusercontent.com/SKGleba/psp2hfw/master/README.md,None,https://github.com/SKGleba/psp2hfw.git,None,1588722551,None,None,VPK,None,True
1MENUVITA,Onemenu for Psvita,ONElua,https://raw.githubusercontent.com/ONElua/ONEMenu-for-PSVita/master/ONEMenuVita/sce_sys/icon0.png,None,https://github.com/ONElua/ONEMenu-for-PSVita/releases/download/3.16/ONEMenuVita.vpk,None,https://raw.githubusercontent.com/ONElua/ONEMenu-for-PSVita/master/README.md,None,https://github.com/ONElua/ONEMenu-for-PSVita.git,None,1588707819,None,None,VPK,None,True
MARISAHIL,MARISA HighLow,GrapheneCt,https://raw.githubusercontent.com/GrapheneCt/MARISA-HighLow-PSV/master/sce_sys/icon0.png,None,https://github.com/GrapheneCt/MARISA-HighLow-PSV/releases/download/v1.0/MARISA-HIGHLOW.vpk,None,https://raw.githubusercontent.com/GrapheneCt/MARISA-HighLow-PSV/master/README.md,None,https://github.com/GrapheneCt/MARISA-HighLow-PSV.git,None,1588648028,None,None,VPK,None,True
SUBPEWDS0,SUBSCRIBE TO PEWDIEPIE,SilicaAndPina,https://bitbucket.org/SilicaAndPina/subscribetopewdiepie/raw/master/src/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/subscribetopewdiepie/downloads/SubscribeToPewdiepie.vpk,None,https://bitbucket.org/SilicaAndPina/subscribetopewdiepie/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/subscribetopewdiepie.git,None,1588592223,None,None,VPK,None,True
ACCSWIT01,Simple Account Switcher,SilicaAndPina,https://bitbucket.org/SilicaAndPina/simpleaccountswitcher/raw/master/src/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/simpleaccountswitcher/downloads/SimpleAccountSwitcher-1.2.vpk,None,https://bitbucket.org/SilicaAndPina/simpleaccountswitcher/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/simpleaccountswitcher.git,None,1588540322,None,None,VPK,None,True
UPDATBLOC,UpdateBlocker,SilicaAndPina,https://bitbucket.org/SilicaAndPina/updateblocker/raw/master/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/updateblocker/downloads/UpdateBlocker-1.1.vpk,None,https://bitbucket.org/SilicaAndPina/updateblocker/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/updateblocker.git,None,1588539841,None,None,VPK,None,True
HOLOCENE0,HOLOCENE,SilicaAndPina,https://bitbucket.org/SilicaAndPina/holocenesync/raw/master/app/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/holocenesync/downloads/HOLOCENE.vpk,None,https://bitbucket.org/SilicaAndPina/holocenesync/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/holocenesync.git,None,1588539185,None,None,VPK,None,True
MEMEU4444,MEMEU,Deppressiety,https://raw.githubusercontent.com/itz-depression/MEMEU-vita/master/sce_sys/icon0.png,None,https://github.com/itz-depression/MEMEU-vita/releases/download/MEMEU-vita/MEMEU.vpk,None,https://raw.githubusercontent.com/itz-depression/MEMEU-vita/master/README.md,None,https://github.com/itz-depression/MEMEU-vita.git,None,1588536957,None,None,VPK,None,True
LOVEU4444,LOVEU,Deppressiety,https://raw.githubusercontent.com/itz-depression/loveU-vita/master/sce_sys/icon0.png,None,https://github.com/itz-depression/loveU-vita/releases/download/2.0/LOVEU.vpk,None,https://raw.githubusercontent.com/itz-depression/loveU-vita/master/README.md,None,https://github.com/itz-depression/loveU-vita.git,None,1588536803,None,None,VPK,None,True
TLTL00001,TailTale,dots-tb,https://raw.githubusercontent.com/dots-tb/tailtale-vita/master/vita/sce_sys/icon0.png,None,https://github.com/dots-tb/tailtale-vita/releases/download/1.0/TailTale.vpk,None,https://raw.githubusercontent.com/dots-tb/tailtale-vita/master/README.md,None,https://github.com/dots-tb/tailtale-vita.git,None,1588536677,None,None,VPK,None,True
VECT00001,vectoroids,dots-tb,https://raw.githubusercontent.com/dots-tb/Vectoroids-vita/master/src/sce_sys/icon0.png,None,https://github.com/dots-tb/Vectoroids-vita/releases/download/1.0/vectoroids.vpk,None,https://raw.githubusercontent.com/dots-tb/Vectoroids-vita/master/README.md,None,https://github.com/dots-tb/Vectoroids-vita.git,None,1588536560,None,None,VPK,None,True
CEX2REX20,CEX 2 REX 2.0,SilicaAndPina & dots-tb,https://bitbucket.org/SilicaAndPina/cex-2-rex/raw/master/app/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/cex-2-rex/downloads/CEX2REX-2.0.vpk,None,https://bitbucket.org/SilicaAndPina/cex-2-rex/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/cex-2-rex.git,None,1588536007,None,None,VPK,None,True
204800001,2048-PSP,dots-tb,https://raw.githubusercontent.com/dots-tb/psp2048/master/ICON0.PNG,None,https://github.com/dots-tb/psp2048/blob/master/2048-PSP.vpk?raw=true,None,https://raw.githubusercontent.com/dots-tb/psp2048/master/README.md,None,https://github.com/dots-tb/psp2048.git,None,1588531686,None,None,VPK,None,True
CBPSVCOOL,CoolBoardPlaysSounds,teakhanirons,https://raw.githubusercontent.com/teakhanirons/CoolBoardPlaysSounds/master/sce_sys/icon0.png,None,https://github.com/teakhanirons/CoolBoardPlaysSounds/releases/download/1.0/CBPS.vpk,None,https://raw.githubusercontent.com/teakhanirons/CoolBoardPlaysSounds/master/README.md,None,https://github.com/teakhanirons/CoolBoardPlaysSounds.git,None,1588531552,None,None,VPK,None,True
ACTIVATE0,activate.vpk,SilicaAndPina,https://bitbucket.org/SilicaAndPina/activate.vpk/raw/master/app/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/activate.vpk/downloads/activate-v1.3.vpk,None,https://bitbucket.org/SilicaAndPina/activate.vpk/raw/master/README.md,None,https://bitbucket.org/SilicaAndPina/activate.vpk.git,None,1588530551,None,None,VPK,None,True
TROPHAXSE,TrophaxSE,SilicaAndPina & AnalogMan,https://bitbucket.org/SilicaAndPina/trophaxse/raw/master/app/sce_sys/icon0.png,None,https://bitbucket.org/SilicaAndPina/trophaxse/downloads/TrophaxSEv1.5.vpk,None,https://bitbucket.org/SilicaAndPina/trophaxse/raw/master/README.md,None,https://SilicaAndPina@bitbucket.org/SilicaAndPina/trophaxse.git,None,1588529888,None,None,VPK,None,True
AUTOPLUG0,Autoplugin,theheroGAC,https://raw.githubusercontent.com/theheroGAC/Autoplugin/master/sce_sys/icon0.png,None,https://github.com/theheroGAC/Autoplugin/releases/download/4.21/Autoplugin.vpk,None,https://raw.githubusercontent.com/theheroGAC/Autoplugin/master/README.md,None,https://github.com/theheroGAC/Autoplugin.git,None,1588523526,None,None,VPK,None,True
RINNSIM44,RinnSim,itz-depression,https://raw.githubusercontent.com/itz-depression/RinnSimm/1.0/sce_sys/icon0.png,None,https://github.com/itz-depression/RinnSimm/releases/download/1.0/RinnSim.vpk,None,None,None,https://github.com/itz-depression/RinnSimm.git,None,1588523043,None,None,VPK,None,True
28fb04cb,OpenJazz Data Files,usineur,None,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/28fb04cb_data.zip,None,None,None,None,None,1588432269,None,ux0:/data,DATA,None,False
69ec5ff,Chocolate Doom Data Files,fgsfds,None,None,https://github.com/fgsfdsfgs/chocolate-doom/releases/download/chocolate-doom-3.0.0-vita-2/data.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/69ec5ff_data.zip,None,None,None,None,1588432183,None,ux0:,DATA,None,False
23d4e6b0,Methane Data Files,usineur,None,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/23d4e6b0_data.zip,None,None,None,None,None,1588432086,None,uz0:/data,DATA,None,False
33319e4b,DstroyVita Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/dstroydata.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/33319e4b_data.zip,None,None,None,None,1588432005,None,ux0:/data,DATA,None,False
f442191f,vitaWolfen Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/Homebrews Data Files/vitaWolfen.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/f442191f_data.zip,None,None,None,None,1588431881,None,ux0:/data,DATA,None,False
925a0e06,vitaXash3D Data Files,fgsfds,None,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/925a0e06_data.zip,None,None,None,None,None,1588431793,None,ux0:/data,DATA,None,False
29672496,enigma Data Files,rsn8887,None,None,https://github.com/rsn8887/Enigma/releases/download/1.15/data.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/29672496_data.zip,None,None,None,None,1588431201,None,ux0:/data,DATA,None,False
c7b7e3ec,BasiliskII Data Files,meetpatty & rsn8887,None,None,https://github.com/rsn8887/basiliskii-vita/releases/download/0.33ggit-rsn8887/data.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/c7b7e3ec_data.zip,None,None,None,None,1588431143,None,ux0:/data,DATA,None,False
a27883ff,Wiiero Data Files,Grzybojad,None,None,https://github.com/Grzybojad/wiiero-vita/releases/download/1.1/wiiero-data.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/a27883ff_data.zip,None,None,None,None,1588431015,None,ux0:/data/wiiero,DATA,None,False
77f8b1f7,Postal Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/postal.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/77f8b1f7_data.zip,None,None,None,None,1588430865,None,ux0:/data,DATA,None,False
bd3d35e,rocksndiamonds Data Files,rsn8887,None,None,https://github.com/rsn8887/rocksndiamonds/releases/download/1.14/rocksndiamonds_data.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/bd3d35e_data.zip,None,None,None,None,1588430783,None,ux0:/data,DATA,None,False
c47969cf,mirrormagic Data Files,rsn8887,None,None,https://github.com/rsn8887/rocksndiamonds/releases/download/1.14/rocksndiamonds_data.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/c47969cf_data.zip,None,None,None,None,1588430665,None,ux0:/data,DATA,None,False
f22dba1,SuperMarioWar Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/smw.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/f22dba1_data.zip,None,None,None,None,1588430462,None,ux0:/data,DATA,None,False
3e8db578,OpenTTD Data Files,angguss,None,None,https://github.com/angguss/OpenTTD/releases/download/0.3-vita/data.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/3e8db578_data.zip,None,None,None,None,1588429843,None,ux0:/data,DATA,None,False
4ade44f3,NumptyPhysics Data Files,Rinnegatamante & meetpatty,None,None,https://dl.coolatoms.org/vitadb/NumptyPhysics.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/4ade44f3_data.zip,None,None,None,None,1588429727,None,ux0:/data,DATA,None,False
2a3e5712,meritous Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/meritous.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/2a3e5712_data.zip,None,None,None,None,1588428737,None,ux0:/data,DATA,None,False
d36180de,bstone Data Files,01y,None,None,https://github.com/01y/bstone-vita/releases/download/0.3-vita/data-sw.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/d36180de_data.zip,None,None,None,None,1588428477,None,ux0:,DATA,None,False
3d7c217a,EDuke32 Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/12/EDuke32.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/3d7c217a_data.zip,None,None,None,None,1588428304,None,ux0:/data,DATA,None,False
595c20fd,sdlpal Data Files,usineur,None,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/595c20fd_data.zip,None,None,None,None,None,1588427884,None,ux0:/data,DATA,None,False
f784515d,SDLPoP-Vita Data Files,usineur,None,None,https://github.com/usineur/SDLPoP/releases/download/vita-1.7/prince.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/f784515d_data.zip,None,None,None,None,1588427554,None,ux0:/data,DATA,None,False
ec02344b,NRedneck Data Files,Rinnegatamante,None,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/ec02344b_data.zip,None,None,None,None,None,1588427377,None,ux0:/data,DATA,None,False
ab05de1d,vitaHexenII Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/Homebrews Data Files/vitaHexenII_data.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/ab05de1d_data.zip,None,None,None,None,1588427079,None,ux0:/data,DATA,None,False
689a2463,vitaVoyager Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitavoyager_data.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/689a2463_data.zip,None,None,None,None,1588426790,None,ux0:/data,DATA,None,False
85ff504d,vitaQuake Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/Homebrews Data Files/vitaQuake.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/85ff504d_data.zip,None,None,None,None,1588426370,None,ux0:/data,DATA,None,False
a92fe139,vitaRTCW Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/13/iortcw.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/a92fe139_data.zip,None,None,None,None,1588426143,None,ux0:/data,DATA,None,False
21bcaa01,pfba Data Files,cpasjuste,None,None,https://github.com/Cpasjuste/pemu/releases/download/4.3/pfba-4.3_vita.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/21bcaa01_data.zip,None,None,None,None,1588425946,None,ux0:/data,DATA,None,False
7ac650de,psnes Data Files,cpasjuste,None,None,https://github.com/Cpasjuste/pemu/releases/download/4.3/psnes-4.3_vita.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/7ac650de_data.zip,None,None,None,None,1588425923,None,ux0:/data,DATA,None,False
f3e3104d,vitaQuakeII Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/13/quake2.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/f3e3104d_data.zip,None,None,None,None,1588425844,None,ux0:/data,DATA,None,False
e5b0d0fd,DaedalusX64 Data Files,Rinnegatamante,None,None,https://dl.coolatoms.org/vitadb/DaedalusX64.zip,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/data/e5b0d0fd_data.zip,None,None,None,None,1588425796,None,ux0:/data,DATA,None,False
HYPRPITCH,Hyper Princess Pitch,JeffRulz345,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/HYPRPITCH_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/HYPRPITCH.vpk,None,None,None,https://drive.google.com/open?id=1gvEHq100kXuMjFLvhMC5MylRO7wiRY6S,None,1588342019,None,None,VPK,None,True
BBRM12345,BitBot Runners,LuckTheGamers,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/BBRM12345_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BBRM12345.vpk,None,None,None,None,None,1588342018,None,None,VPK,None,True
SCRATEBOX,Super Crate Box,JeffRulz345,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SCRATEBOX_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SCRATEBOX.vpk,None,None,None,https://drive.google.com/open?id=1u67SpFEYYLzzzw0QVuY_VVsNFS4dgbrP,None,1588342017,None,None,VPK,None,True
ABCD12345_02,Game 1,Anchitpatra,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD12345_02_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD12345_02.vpk,None,None,None,None,None,1588342016,None,None,VPK,None,True
FNPT00001,Fingerprint,Freakler,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/FNPT00001_icon0.png,None,https://github.com/Freakler/vita-Fingerprint/releases/download/0.02/fingerprint_v002.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/FNPT00001.vpk,https://raw.githubusercontent.com/Freakler/vita-Fingerprint/master/README.md,None,https://github.com/Freakler/vita-Fingerprint.git,None,1588342015,None,None,VPK,None,True
SKG4V2SW1,switch avls mode,SKGleba,https://raw.githubusercontent.com/SKGleba/VITA-NoAutoAvls/master/res/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SKG4V2SW1_icon0.png,https://github.com/SKGleba/VITA-NoAutoAvls/releases/download/v1.0/naavls.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SKG4V2SW1.vpk,https://raw.githubusercontent.com/SKGleba/VITA-NoAutoAvls/master/README.md,None,https://github.com/SKGleba/VITA-NoAutoAvls.git,None,1588342014,None,None,VPK,None,True
GMSV00001,Asteroids: VH Beta,KimsoftStudio,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/GMSV00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/GMSV00001.vpk,None,None,None,None,None,1588342013,None,None,VPK,None,True
ABCD12345_01,Deadly Hallows,Anchitpatra,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD12345_01_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD12345_01.vpk,None,None,None,None,None,1588342012,None,None,VPK,None,True
SKGTLSE12,iTLS-Enso,SKGleba,None,None,https://github.com/SKGleba/iTLS-Enso/releases/download/v3.1/iTLS-Enso.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SKGTLSE12.vpk,https://raw.githubusercontent.com/SKGleba/iTLS-Enso/master/README.md,None,https://github.com/SKGleba/iTLS-Enso.git,None,1588342011,None,None,VPK,None,True
VHBB00001,Vita Homebrew Browser,devnoname120,https://raw.githubusercontent.com/devnoname120/vhbb/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VHBB00001_icon0.png,https://github.com/devnoname120/vhbb/releases/download/0.92/VitaHBBrowser.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VHBB00001.vpk,https://raw.githubusercontent.com/devnoname120/vhbb/master/README.md,None,https://github.com/devnoname120/vhbb.git,None,1588342008,None,None,VPK,None,True
LAPY30014,Lapy's River Raid,Lapy,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/LAPY30014_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/LAPY30014.vpk,None,None,None,None,None,1588342006,None,None,VPK,None,True
PSNE00001,psnes,cpasjuste,https://raw.githubusercontent.com/Cpasjuste/pemu/master/psnes/data/vita/romfs/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PSNE00001_icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PSNE00001.vpk,None,https://raw.githubusercontent.com/Cpasjuste/pemu/master/README.md,None,https://github.com/Cpasjuste/pemu.git,None,1588342005,None,None,VPK,7ac650de,True
BLKY00001,RocketTanks,Spartanfox,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/BLKY00001_icon0.png,None,https://www.dropbox.com/s/1pwu1vpwbobkdnx/RocketTank.vpk?dl=1,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BLKY00001.vpk,None,None,None,None,1588342002,None,None,VPK,None,True
